journey_id,start_lat,start_lon
ebd4b0ae48400c6bec1f5909d4169c1a,-12.10493851,-77.04260254
406921adcca37705ef527b4246bba46f,-12.0829688,-77.0362967
2a7979f6826bbbf4a061456c4742ea64,-12.10124812,-77.03375001
47fd8ae2cc1bf33ecef67eba73f95d93,-12.09699651,-77.03522321
0df485794c875870a83811e19bc62c4d,-12.08445767,-77.03364708
e49eb2cdf4d249c5eba673cb800d05b0,-12.10511017,-77.04559326
a75e7b07b437bc6b83f1073cfe579663,-12.08827803,-77.04804584
ef1e90a3b3fd595da4162aac9543b91e,-12.0974617,-77.03720093
f078bcc5eb2ab85b4cf8dbfcd720ec43,-12.096894,-77.05735
0df485794c875870a83811e19bc10cf7,-12.10274124,-77.05737305
c32c353f4a9bc8ae2e079e6bb7214b9f,-12.10298157,-77.04760742
59a766bd488db1053eeba5a3ae97cf51,-12.0927124,-77.04412842
277551ace9ebc79f176d0f35749e0b04,-12.09276581,-77.04364014
dc7020d0a4c443d66a602611d1f61fb3,-12.09238052,-77.04428101
bd64ba6c7055d76fd1b2c63a115d4956,-12.09457397,-77.0352478
d063f4b73ef5dd63befd97012cd637e3,-12.0941391,-77.03683472
c11cd762970e9dfbbda7042f1ed04f2e,-12.10339931,-77.05721799
75f851fa841f9b95b7f8e028f3f45e7b,-12.09604645,-77.04544067
2e51db3a8a77aa594aa686ff19e006e2,-12.0952941,-77.0408508
04ccf986029fee438f1477120773151e,-12.0959378,-77.0375891
0e8ed449c0ab2dd598f4dec9209dcfe2,-12.09989166,-77.04190063
1e4a938f1a898fd3c7621db742ae0a13,-12.09304428,-77.03466797
c3500f8a4f27db46fc9d42e205ce3921,-12.10004044,-77.03555298
a7b77e5e6e60dc427d96d8d22a1d7779,-12.0829688,-77.0362967
ba5076944232bfba6de3e43daf868a27,-12.096945,-77.0341453
99ee1e7dbe3c6fb9341031590f06b5b3,-12.09634741,-77.04496432
433e5f76a7ba16c36b69368ec271dc08,-12.0959378,-77.0375891
7d1f317a98447453092aa1301ed5c145,-12.09716034,-77.03717041
fb6bb678ac4ad4825d22a50879617ea8,-12.10129929,-77.03701782
1199f830a03cd75df5e7a7cc7ccc3b2b,-12.09513474,-77.04034424
700fd335d8d7f44d35932db6a0e0c003,-12.0991,-77.03475
6afd9a3f203c838e0edc599bfb13f38f,-12.07347488,-77.04595947
cf3a94138caddceb3209e472360cf57e,-12.0730629,-77.05187988
050f6c207143858e4f1742a2382aeab2,-12.100163,-77.060066
e4cae9e711f3aa4ce90ed98f289c209e,-12.09473801,-77.03421021
12c472dd8efc6ed622ae86692541477d,-12.09262466,-77.03646851
f622a9397b85b5c9c0ef938c5d58a699,-12.0818972,-77.0487432
f622a9397b85b5c9c0ef938c5d58acdf,-12.0818972,-77.0487432
d6d916f7489aba2e893781969ddeb057,-12.106657,-77.0518086
395884c1271e80e946d1f02dd92e2f75,-12.0991,-77.03475
af07f9929390d66edf63ab7ee4601f6c,-12.0900815,-77.0407851
67a3a2adc67c245b9985f3e38ce5b885,-12.0900815,-77.0407851
4545d490a6e0aa720670a0cbaff5c0cb,-12.08791733,-77.0531311
71126a9f3d9f632c7a16d11c3f28af1c,-12.08667374,-77.05404663
12c472dd8efc6ed622ae8669251991ef,-12.09257126,-77.04159546
c2ed6bdd0113ad6f195e85869303f033,-12.09260178,-77.04168701
5d6461d64d5ac0908490da67e5f92113,-12.10081769,-77.05885783
b3ba9cda1b124b4fdc5d639f2412079b,-12.10005483,-77.03613784
5de65d376dbc96242752bf2d30d3be72,-12.09249496,-77.04702759
966e6c2d556ca0dcf038251915401228,-12.10525894,-77.04092407
2f1882c87731970df63e69d4bc1e7d19,-12.09529114,-77.04083252
297c055e30be8d9a933868c9498070a4,-12.09160233,-77.06039429
2a7979f6826bbbf4a061456c478cf1e6,-12.0947118,-77.036629
81909d34a4420a253a42ce5cdcbeaac9,-12.09177399,-77.05279541
3118a6d5df5910e4194dd500b5aed559,-12.09189987,-77.05285645
2e51db3a8a77aa594aa686ff19fd707c,-12.09183502,-77.05282593
59a766bd488db1053eeba5a3ae95461c,-12.09218597,-77.05307007
dc7020d0a4c443d66a602611d1fbb872,-12.09228516,-77.05303955
9448070ece760ea5386e5d4822fbd88f,-12.10513687,-77.04144287
58f1684680597d6b5c7b39524cc165f4,-12.10399246,-77.05041504
c97d5677eede62aef603e316a11bedc1,-12.09422302,-77.03512573
f728194ffdb461394d105863bc7d0a9f,-12.10396194,-77.05084229
945bcac8b0f7f020c72637412dfffc1f,-12.0920695,-77.0322289
b3aac4c061a4b53c4ac88b23e4f5e5ac,-12.0749283,-77.0299771
ddda7d9d71d2000dcf144987a369431b,-12.0892908,-77.0326352
949be0368739d589fed232ad88f94e15,-12.09727478,-77.03768921
51f8a5ddd8ebe2b86b6e411b787c0a7a,-12.10187531,-77.03668213
bb1e39070cf5a2e2390f00f990d8a010,-12.07949448,-77.04129028
f91f2052a08ca7008aa806bf23dcf804,-12.0981369,-77.04876709
1d8ba0bdacccf2d0d70ee9925164bc32,-12.0991,-77.03475
5c29c9fc029e7f72a2ceb8012e5c029c,-12.08592606,-77.04733276
576d6a494b4a0c632e3f088675ecc870,-12.096257,-77.048094
576d6a494b4a0c632e3f088675caa661,-12.095734,-77.047994
576d6a494b4a0c632e3f088675e91604,-12.090414,-77.037
576d6a494b4a0c632e3f088675ecd219,-12.0991,-77.03475
c21605b791b47423867a99d06f41aecb,-12.09773,-77.048149
4d099d2850587a4817355519826ca70d,-12.0983963,-77.04403687
0ed064de66b8552b422f67f7d2c69a8b,-12.09690094,-77.06204224
f1970df214095507ef03f0998e464780,-12.09918594,-77.05038452
5d6461d64d5ac0908490da67e5f8f65a,-12.10614014,-77.04751587
68fe4d0ad82cc2d715d131953314301a,-12.09207535,-77.05300903
7e9ffcfa6264bf3de3135ba5ab69fee6,-12.102268,-77.032051
e40b4ebebd23e0617159d13fe8bdce7f,-12.102205,-77.032037
8d6e3838b34e9c7181ac358dbc2ddc57,-12.09217072,-77.052948
b8ae7685c97ef64f90a646a3b97bc8e6,-12.1021819,-77.0580872
b8ae7685c97ef64f90a646a3b97c213f,-12.0955178,-77.0650809
3d037a464c7b0e9d1bcf968cf423a940,-12.10518265,-77.0411377
be2d7041cb5bae52cf3edaaf037806d8,-12.09661102,-77.03741455
42c83d97ce3e11616c27cd042a364454,-12.09423828,-77.04614258
b7dea45c3cc92b9efd5a4905e67df2a5,-12.09000397,-77.04788208
189a801467098ac622ea5731a6112362,-12.09796524,-77.04882813
5c631eab42d9b2426420a89b862944f9,-12.09044145,-77.03727376
ebd4b0ae48400c6bec1f5909d4f6ac6f,-12.0920039,-77.0433775
1773bb95685867e5213da4ddfcccafbc,-12.0920039,-77.0433775
bf42c5e0c312b97496ef6716c85894be,-12.0920039,-77.0433775
04105e1c65ef1e682b9f0adc2ec3cd98,-12.0920039,-77.0433775
05e58f7bdd987479354aeced0d23696f,-12.0920039,-77.0433775
e0c7aeb0a1ff64a9c2efcce97c660930,-12.0920039,-77.0433775
c6cf513f65ad6eea01bdb0fdd8601ed6,-12.0920039,-77.0433775
d0ec88e769676b5d8951872ac2fabf36,-12.0818945,-77.0383705
e23ab32d38be8a48382235a0ae92db0d,-12.0907896,-77.0346898
fcd227e0f32f6f3a6d0d4d8de1a83c5e,-12.08366394,-77.05059814
0df485794c875870a83811e19bbbf469,-12.09817123,-77.0440979
b12f4f09c783e29fe0d0ea62452a961e,-12.09765244,-77.0506897
62f21a3c31604c1907882fafee4b40ee,-12.07138443,-77.04196167
12c472dd8efc6ed622ae866925def705,-12.10141754,-77.05975342
a142ea0ecdc8a0f61ef28bd08986391f,-12.08579636,-77.04751587
29e011b314ccc2d772a3d4d18fd265cb,-12.09605026,-77.03707886
ea91d2d997d84fbfddbd2657db3661f0,-12.103282,-77.0369142
ebd4b0ae48400c6bec1f5909d4f47737,-12.09613419,-77.03637695
41bb73eb219ecca7cb5bd6e4ef2aa719,-12.09091568,-77.04592896
23a1406fc6a11d866e3c82f22eebf55c,-12.09081268,-77.04580688
443ccdfd1345a761a544f8cf42cd6f17,-12.0908432,-77.04592896
d7baa0261635d7dd15539395bd848b67,-12.0920918,-77.0587425
bf0f0845b5094fda2fcdac195eeedb2d,-12.0921127,-77.0587317
1ae49761b92727c765d5d5027365ab59,-12.10248947,-77.05569458
7885fbb975f07df2b94ad7f51ba2215f,-12.09416962,-77.03381348
4d110152a7209ba9ff57962ff04da88b,-12.10251617,-77.05554199
b850ab6c07c238a5cfbea34bcf060d0b,-12.0991,-77.03475
eac81a33ab23504c8ee6373ffc7c3607,-12.09606552,-77.03399658
10d9df705123aefdc68ca5666468a5c9,-12.09892654,-77.03942871
2d3eaa648f5cabaeda768f5dd422efd8,-12.0920039,-77.0433775
ea401a8492cdbfb2f74878eb3c9903aa,-12.08607493,-77.03681946
80bac185b5571746a5985f7f0f94eb99,-12.08642244,-77.03707796
6ca902586ba87168e93408e4a7f7e30a,-12.0952301,-77.04476929
272d6b7506a01773922d1caef194a75c,-12.09532166,-77.04510498
e84fda9c5df33f03c89b6923c35cfa07,-12.09531403,-77.04537964
8f6e86069d388d684300c29ee82e13b2,-12.0991,-77.03475
9448070ece760ea5386e5d4822153941,-12.0976269,-77.0411579
389bfa333ba8fa7281dd5f0e1b56d3b8,-12.08299255,-77.03469849
0b866e4c3c0d8d6e39b5101a58acea78,-12.08320999,-77.03396606
ae38852535ddc0db175151356bed4a3b,-12.08321762,-77.03381348
922d998685f68f17dd0f3c9f36e03cf0,-12.09007263,-77.04806519
9cd60f54487fd9e53edc5bf11e2ace0e,-12.09004211,-77.04812622
6d1272a9f6c5ca3c5ef4cd4f22d0c163,-12.10281754,-77.05722046
259d0d5d6473e46f7d1a47c8ba696646,-12.1027832,-77.05743408
b4a971d85b101c5a8f5f82f50cd9a264,-12.10274124,-77.05737305
c21605b791b47423867a99d06f80b21e,-12.096124,-77.036932
4d099d2850587a4817355519826c5c66,-12.08584213,-77.04745483
b5821eaaa5d49fb2936ff5b0ffa6ea25,-12.08583832,-77.0473938
3e201cdebc5a9c587d83d10ed24dad39,-12.10491943,-77.04263306
aa51a4e12f162b9c61f88c5bd67fc4db,-12.10300064,-77.05502319
29a360323f1754d8cf08023eb1f260a6,-12.10287094,-77.05511475
a8c74399632ec313e9e79e1a30565757,-12.0959378,-77.0375891
12c472dd8efc6ed622ae866925dd0d58,-12.09711075,-77.03756714
f8cd07f929f6884cd5fea893f4da78ef,-12.0794199,-77.0503794
e377f7bde9cebe29eccc88df1bbdc442,-12.0974,-77.035153
e377f7bde9cebe29eccc88df1bbdf7f1,-12.0980324,-77.0406905
59d1b913eb9d8c8db741196b16b0881e,-12.090586,-77.037119
edb98fb864c8f62392c4d852211b116b,-12.090447,-77.037118
01aef738ea3c7316c256e6feade70393,-12.09057,-77.037236
0a98cead98f3935ef3051e834a334e7b,-12.10305023,-77.04785156
0c365cb165176a365d37f07bc6031bb8,-12.089077,-77.04803
45dede3130cc9cc775e223b007954e9e,-12.090457,-77.037253
45dede3130cc9cc775e223b007f15c7c,-12.100139,-77.036184
97abaf9f00f08fea095870b2f68a9921,-12.09319305,-77.03451538
97abaf9f00f08fea095870b2f6898122,-12.0911345,-77.0371681
97abaf9f00f08fea095870b2f68a0e7d,-12.0877459,-77.0320344
433e19fcd3c5eb9fb24a395a7471cbba,-12.0869657,-77.0341708
9d7fab8c8f5fd8ea46128c0e9a6c7a02,-12.077562,-77.034846
9d7fab8c8f5fd8ea46128c0e9acb10fb,-12.097701,-77.036009
563043c37377e8143f746ec00cb63a72,-12.10183716,-77.03710938
050f6c207143858e4f1742a238308138,-12.0918374,-77.0421799
851e424ed81e136e7e8c4b9ab0a758b3,-12.09178162,-77.04141235
a8a14bf071d110c76e4fbaa7449ecc55,-12.0972543,-77.0362083
e1332f68e81526e498e4d845233aa9dc,-12.0991,-77.03475
d4b053b8d4a79eded38ec2d0b7fb6e7e,-12.103726,-77.038611
fb0d4b4909399b00f448f4c25c761516,-12.0979538,-77.04849243
fb0d4b4909399b00f448f4c25c770381,-12.0911345,-77.0371681
760cafde3f1d33ceca82940e52334779,-12.0762504,-77.0329475
a86217dc9fc6e34f29bbbcc62976baa9,-12.08279419,-77.05148315
837f1b20121093bdceefd102a8646293,-12.10580063,-77.04721069
7abecd4f47c2c1d5390d86eb221f74f4,-12.0918423,-77.0421839
5060ebbf9acef4e4e616e575a3c2399b,-12.0940039,-77.0375502
633dbc6b4e8edc3bf01b07b01ab879ea,-12.0918423,-77.0421839
dcadab2065b6511035589404eb0d5ad2,-12.0918423,-77.0421839
af35d6f497be2b9606ceba525a305a96,-12.0918423,-77.0421839
4d099d2850587a4817355519826e04a9,-12.0980604,-77.0361913
a553c46e3a22fb9c326aeb3d72b23647,-12.0918423,-77.0421839
b5821eaaa5d49fb2936ff5b0ffa57db6,-12.0918423,-77.0421839
e0c757a398aa74e8b707239ebd20ae07,-12.10008794,-77.03619014
dd91e131888064bf7df3ce08f3d9d010,-12.0918423,-77.0421839
dd2af4715d0dc16eded53afc0e2500bb,-12.0865356,-77.054514
10d9df705123aefdc68ca566646a3ea9,-12.08971135,-77.04576697
52bc9f6e34fa6b228a2db677254d2a25,-12.09609604,-77.03686523
a7222df9a2d53b3b271c96f2b77b6f11,-12.09593582,-77.03756714
3b420e2c05917522c7aa500875b2d14a,-12.10273361,-77.0526123
fa5c3d1ad73379ba86b960210e6270a3,-12.09537125,-77.04476929
ef1e90a3b3fd595da4162aac9545d113,-12.0952941,-77.0408508
dba4637ca384e4409447ee20149e9a98,-12.09669113,-77.03683472
ef1e90a3b3fd595da4162aac95a1c4ca,-12.10511017,-77.04559326
3b84f2c67cb26ff5df0ba0d79b866377,-12.0925923,-77.059032
8953bc62ee9e12ced47938b951d1df10,-12.09904861,-77.0463562
ddda7d9d71d2000dcf144987a3eca297,-12.10551834,-77.05718994
ddda7d9d71d2000dcf144987a30a7b3a,-12.09335709,-77.03967285
6d1272a9f6c5ca3c5ef4cd4f224eb673,-12.0925923,-77.059032
f045eafd6ccc91eb0d4e04417b07b1aa,-12.08592606,-77.04733276
6baad006f10a1645d0dca05a23ea0d19,-12.10511,-77.0456106
a4ec23eee7d76e6081bf5269a57231e3,-12.07688758,-77.04841599
bd1f6a0f9c4385437bb22cbcb01d7975,-12.08373378,-77.04885185
d7c631184e3e63de9b63154a7e8abfe4,-12.08587265,-77.04953003
8dac750f6b363d87eda1493809f650d9,-12.1030159,-77.04742432
c32c353f4a9bc8ae2e079e6bb7c8d255,-12.09803391,-77.04452515
5cfe90023aa607530dd4a97dda4affda,-12.09524918,-77.04052734
bd9bcfc8d71791ea1bccf3e51ff79455,-12.1049614,-77.04553223
cdca38b7d99dedc9969162339b3ae01a,-12.0927081,-77.0369388
2b6180ec6aab8e8ad2d066c643652dc7,-12.0895195,-77.04745483
2b6180ec6aab8e8ad2d066c64301ec50,-12.0895195,-77.04745483
b7a32d99cb529c222ba891396e8ccc36,-12.09789658,-77.0413208
a37ccff55ca3cff97b19b45ab2da027c,-12.09789658,-77.0413208
358741ec2409c505c4545c3866c1cc59,-12.09789658,-77.0413208
39f8f2e1bf67bb309cf94d32c723d8aa,-12.09789658,-77.0413208
fa443c4d6e8a73f8d097f3ed7538c5a7,-12.09789658,-77.0413208
ca5f041e0b807120714a6e461618aa7d,-12.09938431,-77.04299927
2eececf2451791373721dd752ed3ca7f,-12.09783936,-77.04138184
cf3a94138caddceb3209e472362e91d0,-12.09783936,-77.04138184
cf3a94138caddceb3209e472362e91eb,-12.09783936,-77.04138184
3a2679f650632d8bba988f75e7253abd,-12.09783936,-77.04138184
8d6e3838b34e9c7181ac358dbc30d018,-12.0918374,-77.0421799
fdb144abac95c9aff2833c004898c1c8,-12.09666824,-77.03686523
7d1f317a98447453092aa1301eb24707,-12.090463,-77.036929
7d1f317a98447453092aa1301eb24c6d,-12.090463,-77.036929
7d1f317a98447453092aa1301eb2507d,-12.090247,-77.037128
7d1f317a98447453092aa1301eb25ba1,-12.090247,-77.037128
8d7382192a6387a7b3d1b03eac7db2de,-12.1054616,-77.0440214
ca5f041e0b807120714a6e461613577e,-12.0820637,-77.046726
f0adf8a0716109f52d0c274ab98fae47,-12.10305786,-77.0479126
dcadab2065b6511035589404eb04a2b4,-12.09042899,-77.03693915
8db07a3d66d87b82af79b44f2c0504ed,-12.09829712,-77.03265381
8db07a3d66d87b82af79b44f2c249e91,-12.0961647,-77.04397583
ee51cb593599cc78ad0ab2d2e237925f,-12.09811704,-77.04773035
ba4a3a782ebca4aabba8f50a9adfc837,-12.0911345,-77.0371681
96acbfbef7034b4ff82c5989bbe22e98,-12.083745,-77.048913
fdb144abac95c9aff2833c0048c08b10,-12.10019252,-77.03593265
af35d6f497be2b9606ceba525abb6561,-12.0908993,-77.0604445
9c6adc102bff315a13f71f32a514c69e,-12.10525894,-77.04092407
3a2679f650632d8bba988f75e7246109,-12.0952941,-77.0408508
8580f11854be65a9832bf6562d5b9447,-12.08022,-77.047525
fdb144abac95c9aff2833c00486c150c,-12.10455704,-77.04299927
f4a628e194b2de7be1024c1330f768e7,-12.0955178,-77.0650809
ff5c924e0b630fd7c019a4234058f7ab,-12.09457016,-77.03417969
0a98cead98f3935ef3051e834a346c35,-12.086308,-77.038707
9820f83a824452d3d86b1fdf03a699d6,-12.0911345,-77.0371681
b8329294de68c83ec04d2edab5f643dd,-12.10432053,-77.05661011
b8329294de68c83ec04d2edab5f65de2,-12.1043663,-77.05664063
edb98fb864c8f62392c4d85221213359,-12.10300827,-77.04782104
429ac5e4e87adf8fadd74f8b306163c1,-12.10316086,-77.04779053
757449bebf2f2996ae3108c3d4ac5fd0,-12.10306549,-77.04769897
a7b77e5e6e60dc427d96d8d22a1c256d,-12.0980324,-77.0406905
a7b77e5e6e60dc427d96d8d22a1c349d,-12.0980324,-77.0406905
ddb7e8c31d682540b11a3ccd7fcfbae6,-12.0911345,-77.0371681
e80aa8d4a9cf19e49fcb1197d828f62b,-12.083886,-77.050481
429ac5e4e87adf8fadd74f8b30bd46c7,-12.091803,-77.049646
cf0c3902b7a3c665864f48b73a2908db,-12.0911345,-77.0371681
cf0c3902b7a3c665864f48b73a307e69,-12.102545,-77.05412
cf0c3902b7a3c665864f48b73a308b9b,-12.100317,-77.056887
cf0c3902b7a3c665864f48b73a335f1f,-12.10383606,-77.03695679
f3ebad807490ab78a4ae25dd7dea65ca,-12.0786084,-77.0402549
f3ebad807490ab78a4ae25dd7dea7fa8,-12.0786084,-77.0402549
f3ebad807490ab78a4ae25dd7dea71e7,-12.0786084,-77.0402549
0accdd3aa5a322f4129fa20b531dc3cd,-12.10304642,-77.04776001
883360491194dd3b866c897b258e05f4,-12.089815,-77.041548
883360491194dd3b866c897b258e123a,-12.089815,-77.041548
95d99d0ddfe26fb80887f15fa99cf853,-12.090385,-77.036914
faf4f0b37f19e0645010caa0083d2513,-12.100145,-77.036046
851e424ed81e136e7e8c4b9ab0c386ad,-12.091912,-77.049608
8ff94ac5183d99dc41b042ad5cb1c725,-12.0918374,-77.0421799
9d7fab8c8f5fd8ea46128c0e9a69523c,-12.10318375,-77.04785156
87586ba0f6d5a6b3999c9e4e410856ed,-12.09515381,-77.04827881
b8ae7685c97ef64f90a646a3b9a1696d,-12.0918374,-77.0421799
cb66d3b2aebb14b75918042a9f774202,-12.0911345,-77.0371681
ee79ff9b16f36db954a4a59532850a5c,-12.0955178,-77.0650809
a59005aea23d440a2e31b8c1daab00ce,-12.09576035,-77.03826904
a9f497292bcb8a82d4b022479b221a9a,-12.09518433,-77.04071045
eb06449983dd990ff162c0ad9909fb94,-12.09630966,-77.04486084
eb06449983dd990ff162c0ad990aa553,-12.08633041,-77.05435181
97abaf9f00f08fea095870b2f687cb27,-12.0921127,-77.0587317
97abaf9f00f08fea095870b2f688fd7a,-12.0987868,-77.0317675
bb3af86cd1cc8948a514796d361f7849,-12.0918374,-77.0421799
bb3af86cd1cc8948a514796d361ef51a,-12.0980324,-77.0406905
bcd67e1aaa530e36561cc47654e380ec,-12.098242,-77.051289
f80662a4bd846bf59ea5684db6389f60,-12.080658,-77.047591
f80662a4bd846bf59ea5684db636a346,-12.080427,-77.047519
f80662a4bd846bf59ea5684db6589db2,-12.097604,-77.047887
b7dea45c3cc92b9efd5a4905e683e223,-12.090496,-77.036983
b7dea45c3cc92b9efd5a4905e6a3823d,-12.090496,-77.036983
e40b4ebebd23e0617159d13fe8bcd378,-12.092007,-77.049599
e40b4ebebd23e0617159d13fe8bd8508,-12.0911345,-77.0371681
e40b4ebebd23e0617159d13fe8bd87bf,-12.0911345,-77.0371681
e79a8cbc68660e66be0be925d497880f,-12.1029102,-77.0515434
e79a8cbc68660e66be0be925d4fe757e,-12.100182,-77.036083
f39e7db9ee7e26c0744216d48804277d,-12.106657,-77.0518086
507912670aadd4907e5afc7c76d624ae,-12.09687042,-77.04467773
7d3c2e2ccb10710c9877b709b81ac064,-12.0918374,-77.0421799
7d3c2e2ccb10710c9877b709b81b1d14,-12.1066386,-77.0459936
7d3c2e2ccb10710c9877b709b81d88ab,-12.102093,-77.045144
93b4c8d3bdfd931a266ea99f7955c6b2,-12.1029102,-77.0515434
e1332f68e81526e498e4d845233cc919,-12.0918374,-77.0421799
e1332f68e81526e498e4d845235e0b38,-12.0918374,-77.0421799
f84c35d4d31654b733af0657b062a149,-12.0842262,-77.0475242
ff1cb10b9edf79369742a37ce5d6fd3c,-12.10305786,-77.04125977
c21605b791b47423867a99d06f42ee77,-12.0918374,-77.0421799
c21605b791b47423867a99d06f459756,-12.0918374,-77.0421799
efc4144cf211cd22df86b505b8a04585,-12.09570313,-77.03530884
fb0d4b4909399b00f448f4c25c3ad844,-12.10222,-77.044168
fb0d4b4909399b00f448f4c25c38e0b2,-12.09499,-77.038236
fb0d4b4909399b00f448f4c25c3c3ad2,-12.09590149,-77.04541016
a69cc3b72d1e83faa28f4bd927fc9098,-12.0760143,-77.0311871
85a5e7c05506fa2e6ec863f6fef98135,-12.0918374,-77.0421799
85a5e7c05506fa2e6ec863f6fefa254c,-12.0918374,-77.0421799
88b25017b7197266d1e617b86e7e198e,-12.1054616,-77.0440214
024c171753a0a345d596bd7f9edf478a,-12.0918374,-77.0421799
024c171753a0a345d596bd7f9ee14a02,-12.0762504,-77.0329475
8ba4a81c021a667d4bf75dd45da694e0,-12.090898,-77.046179
8ba4a81c021a667d4bf75dd45da69772,-12.090898,-77.046179
8ba4a81c021a667d4bf75dd45daa4ab3,-12.0918374,-77.0421799
a86217dc9fc6e34f29bbbcc62954d8a0,-12.0918374,-77.0421799
a86217dc9fc6e34f29bbbcc629552fcb,-12.0918374,-77.0421799
4d110152a7209ba9ff57962ff049f20a,-12.094229,-77.034455
4d110152a7209ba9ff57962ff049f71b,-12.093994,-77.034482
4d110152a7209ba9ff57962ff04a019b,-12.093994,-77.034482
d65fedb44d8887796310ab9038545711,-12.091044,-77.036719
9fcf68a301458bb1af8884e23acaae62,-12.0908993,-77.0604445
9fcf68a301458bb1af8884e23aaa3749,-12.0908993,-77.0604445
2668c97f8adface31d8bc936b8cee777,-12.08275223,-77.04614258
4d110152a7209ba9ff57962ff04dc689,-12.10251617,-77.05554199
ef8340dc09c23c66f4f55b31377a9d4e,-12.09925079,-77.04528809
87586ba0f6d5a6b3999c9e4e416e697d,-12.0991,-77.03475
36c09cf37ce9cd241ffd160d17d7a7e8,-12.0908993,-77.0604445
96acbfbef7034b4ff82c5989bbe3771f,-12.0908993,-77.0604445
7abecd4f47c2c1d5390d86eb2216f6da,-12.09063193,-77.03721039
f078bcc5eb2ab85b4cf8dbfcd7240af3,-12.0918423,-77.0421839
f078bcc5eb2ab85b4cf8dbfcd72642ce,-12.0972543,-77.0362083
a69cc3b72d1e83faa28f4bd927f95d5d,-12.0918423,-77.0421839
21e419d489fcb15878a1ca05f89c0ae7,-12.0905139,-77.03723218
7abecd4f47c2c1d5390d86eb221bda5e,-12.08314133,-77.04864502
7abecd4f47c2c1d5390d86eb221f8019,-12.0918423,-77.0421839
bec8d8a9ddd5b1baad5be301523b980a,-12.08283234,-77.05184937
7abecd4f47c2c1d5390d86eb222030a2,-12.096945,-77.0341453
f078bcc5eb2ab85b4cf8dbfcd7293adf,-12.1029522,-77.0376
7abecd4f47c2c1d5390d86eb2217d765,-12.1025191,-77.04498913
5d6461d64d5ac0908490da67e5fe2ee7,-12.09113385,-77.03716815
2668c97f8adface31d8bc936b8cf7d2b,-12.0957593,-77.0382582
38e92872d3aa0417293e90d813fcb4e5,-12.096945,-77.0341453
5060ebbf9acef4e4e616e575a3c24722,-12.09056636,-77.03722011
7abecd4f47c2c1d5390d86eb22201863,-12.096945,-77.0341453
0e3981a3a2e133f960381bc60bb4bd77,-12.0941658,-77.03665161
bec8d8a9ddd5b1baad5be30152bd1ee3,-12.10354996,-77.03775024
bec8d8a9ddd5b1baad5be3015258f09b,-12.09769821,-77.04821777
bec8d8a9ddd5b1baad5be30152381b33,-12.09769821,-77.04821777
75f851fa841f9b95b7f8e028f3d1ef7f,-12.09647788,-77.04577602
75f851fa841f9b95b7f8e028f3f3aea2,-12.09651919,-77.04579011
75f851fa841f9b95b7f8e028f3f3b303,-12.09647788,-77.04577602
275052e660ff5672db6624c42b6781bd,-12.08275604,-77.05154419
9cb0ce4ebefaba511db0badba05ba58e,-12.09099714,-77.03688182
ca5f041e0b807120714a6e461635ff64,-12.09529114,-77.04083252
ca5f041e0b807120714a6e461634e5b6,-12.0946201,-77.0359933
ca5f041e0b807120714a6e461634fbdd,-12.0946201,-77.0359933
ca5f041e0b807120714a6e461636302b,-12.10328293,-77.0479126
bd64ba6c7055d76fd1b2c63a111d2dab,-12.09812927,-77.04751587
